delomrade,lan,latitud,longitud,groda,sort,jordart,skordear,graderingsdatum,graderingstyp,utvecklingsstadium,Bladfläcksvampar,Gulrost,Svartpricksjuka,Sädesbladlus,DAY,WGS84N,WGS84E,TM_7d_avg,TX_7d_avg,TN_7d_avg,UM_7d_avg,UX_7d_avg,UN_7d_avg,FM2_7d_avg,CLDM_7d_avg,Q0_7d_avg,RR_7d_sum,BT_7d_sum,G0_7d_sum,G3_7d_sum,G5_7d_sum,G7_7d_sum,G8_7d_sum,G10_7d_sum
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-05-14,Veckovis,32,0.0,0.0,0.0,0.0,2018-05-14,69.042,20.262,6.48,11.2,2.47,77.68,97.5,61.25,3.55,64.75,19.05,8.5,100.0,278.0,97.0,43.0,19.0,11.0,5.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-05-21,Veckovis,39,0.0,0.0,0.0,0.04,2018-05-21,69.042,20.262,4.0,7.5,0.27,79.88,93.25,64.25,4.95,87.5,15.65,1.3,0.0,431.0,172.0,86.0,42.0,28.0,12.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-05-28,Veckovis,49,0.0,0.0,0.0,0.06,2018-05-28,69.042,20.262,5.9,11.32,0.6,66.9,86.25,50.0,5.55,81.25,17.33,0.9,0.0,548.0,224.0,109.0,52.0,35.0,14.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-06-04,Veckovis,65,0.0,0.0,0.0,1.3,2018-06-04,69.042,20.262,4.35,7.78,1.3,84.85,96.0,74.0,7.45,90.5,15.6,2.0,200.0,729.0,324.0,167.0,84.0,60.0,24.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-06-11,Veckovis,73,0.0,0.0,0.0,3.6,2018-06-11,69.042,20.262,3.38,6.7,-0.25,88.25,97.0,75.25,4.2,96.0,14.98,4.5,300.0,793.0,339.0,170.0,84.0,60.0,24.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-06-18,Veckovis,85,0.0,2.0,0.0,6.33,2018-06-18,69.042,20.262,8.43,14.73,4.52,74.4,92.0,55.0,6.6,81.75,20.42,10.2,0.0,950.0,424.0,218.0,108.0,73.0,30.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-06-25,Veckovis,85,0.0,2.0,0.0,4.0,2018-06-25,69.042,20.262,5.85,8.27,2.62,88.25,93.75,81.5,4.82,92.25,16.05,9.4,200.0,1142.0,526.0,270.0,134.0,89.0,36.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,Lättlera (15-25 % ler),2018,2018-07-03,Veckovis,87,0.0,2.0,0.0,3.0,2018-07-03,69.042,20.262,10.23,15.9,4.8,71.45,86.75,59.0,4.57,58.5,26.05,0.1,0.0,1380.0,661.0,351.0,176.0,124.0,55.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-04-15,Veckovis,23,30.0,0.0,30.0,0.0,2019-04-15,69.042,20.262,1.1,3.12,-2.6,86.38,93.75,78.25,7.15,84.75,10.05,0.0,200.0,49.0,4.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-04-23,Veckovis,24,50.0,0.0,50.0,0.0,2019-04-23,69.042,20.262,5.3,8.12,1.43,80.05,91.0,68.25,5.65,88.5,10.62,6.2,0.0,134.0,32.0,10.0,1.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-04-29,Veckovis,30,50.0,0.0,50.0,0.0,2019-04-29,69.042,20.262,2.35,7.7,-2.95,80.68,93.75,68.0,4.05,60.0,15.65,0.0,200.0,231.0,76.0,32.0,8.0,4.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-05-06,Veckovis,30,6.0,0.0,6.0,0.0,2019-05-06,69.042,20.262,-4.17,0.55,-9.47,81.62,93.75,70.0,2.77,68.25,16.5,0.1,100.0,248.0,80.0,32.0,8.0,4.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-05-13,Veckovis,32,0.0,0.0,0.0,0.0,2019-05-13,69.042,20.262,3.6,8.07,-0.87,82.22,94.75,67.25,6.1,89.75,14.2,13.0,100.0,309.0,104.0,43.0,12.0,4.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-05-20,Veckovis,37,0.0,0.0,0.0,0.0,2019-05-20,69.042,20.262,6.48,11.7,1.23,77.15,94.25,63.25,3.95,61.5,23.22,0.0,0.0,417.0,147.0,65.0,23.0,10.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-05-27,Veckovis,41,0.0,0.0,0.0,0.0,2019-05-27,69.042,20.262,2.53,6.82,-1.85,81.12,91.25,65.5,3.1,85.25,16.45,3.5,0.0,524.0,188.0,84.0,32.0,16.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-06-03,Veckovis,47,0.0,0.0,0.0,0.0,2019-06-03,69.042,20.262,3.13,7.62,-1.57,84.3,93.0,75.25,5.57,76.5,18.48,2.1,100.0,635.0,232.0,101.0,37.0,20.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-06-10,Veckovis,65,8.0,0.0,8.0,0.6,2019-06-10,69.042,20.262,6.8,10.82,3.45,87.25,95.5,75.75,4.4,93.75,14.85,11.4,300.0,827.0,341.0,166.0,70.0,42.0,11.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-06-17,Veckovis,73,34.0,0.0,34.0,1.6,2019-06-17,69.042,20.262,8.03,13.98,2.25,69.52,82.5,57.75,2.8,19.75,37.55,0.0,0.0,1006.0,441.0,229.0,106.0,67.0,21.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-06-24,Veckovis,75,100.0,0.0,100.0,0.5,2019-06-24,69.042,20.262,7.03,9.38,4.55,92.22,98.25,85.5,4.15,95.0,15.85,15.7,300.0,1228.0,574.0,306.0,141.0,89.0,28.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-07-01,Veckovis,83,100.0,0.0,100.0,0.0,2019-07-01,69.042,20.262,4.55,7.82,0.08,83.48,93.25,69.5,5.97,86.25,18.8,8.9,100.0,1386.0,646.0,335.0,148.0,92.0,28.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Ellvis,,2019,2019-07-08,Veckovis,85,100.0,0.0,100.0,0.01,2019-07-08,69.042,20.262,8.23,12.82,4.15,84.88,97.75,70.0,3.75,78.0,21.0,6.1,200.0,1565.0,740.0,382.0,166.0,103.0,32.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-04-14,Veckovis,23,32.0,0.0,32.0,0.0,2020-04-14,69.042,20.262,-4.55,-1.17,-8.85,90.6,97.5,81.25,6.4,94.5,8.25,2.4,200.0,28.0,0.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-04-20,Veckovis,30,32.0,0.0,32.0,0.0,2020-04-20,69.042,20.262,1.13,3.98,-2.72,86.5,93.25,79.75,9.4,82.75,10.88,0.0,300.0,44.0,0.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-04-27,Veckovis,32,28.0,0.0,28.0,0.0,2020-04-27,69.042,20.262,-2.55,0.28,-5.45,90.78,97.5,79.0,7.95,85.75,11.72,0.3,300.0,68.0,0.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-05-04,Veckovis,32,4.0,0.0,4.0,0.0,2020-05-04,69.042,20.262,-0.57,3.23,-4.7,87.45,98.5,77.75,5.67,91.25,11.1,2.8,300.0,73.0,1.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-05-11,Veckovis,33,0.0,0.0,0.0,0.0,2020-05-11,69.042,20.262,-2.97,1.83,-6.95,80.82,93.25,67.0,4.45,74.25,16.0,0.0,100.0,88.0,4.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-05-18,Veckovis,37,0.0,0.0,0.0,0.0,2020-05-18,69.042,20.262,-1.05,3.25,-5.1,82.45,93.75,69.0,5.15,83.75,14.9,2.1,0.0,93.0,4.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-05-25,Veckovis,43,0.0,0.0,0.0,0.0,2020-05-25,69.042,20.262,5.05,10.18,-0.92,70.78,88.0,55.25,6.22,30.5,30.75,0.0,0.0,163.0,31.0,12.0,4.0,2.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-06-01,Veckovis,55,0.0,0.0,0.0,0.0,2020-06-01,69.042,20.262,6.75,10.65,2.6,76.55,89.25,67.0,5.37,90.25,14.82,0.0,0.0,319.0,103.0,44.0,16.0,9.0,1.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-06-08,Veckovis,61,8.0,0.0,8.0,0.0,2020-06-08,69.042,20.262,6.03,11.05,3.5,87.85,96.75,78.25,5.6,92.75,16.08,2.9,300.0,507.0,204.0,97.0,40.0,24.0,8.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-06-15,Veckovis,65,8.0,8.0,8.0,0.0,2020-06-15,69.042,20.262,8.65,13.8,2.58,65.2,84.0,50.0,4.92,78.0,19.92,1.4,0.0,693.0,304.0,155.0,70.0,47.0,19.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-06-22,Veckovis,71,30.0,20.0,30.0,0.0,2020-06-22,69.042,20.262,10.95,16.38,3.05,62.1,81.25,48.0,2.77,39.75,29.0,0.0,0.0,955.0,481.0,281.0,156.0,114.0,59.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-06-29,Veckovis,83,36.0,20.0,36.0,0.0,2020-06-29,69.042,20.262,8.83,14.1,3.78,80.92,96.5,63.75,3.72,61.0,23.22,0.0,100.0,1274.0,709.0,452.0,271.0,206.0,116.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Linus,,2020,2020-07-06,Veckovis,85,90.0,20.0,90.0,0.0,2020-07-06,69.042,20.262,6.5,11.0,1.08,81.32,94.75,69.0,3.35,66.5,23.95,5.0,100.0,1451.0,802.0,502.0,299.0,226.0,124.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-04-16,Veckovis,24,30.0,0.0,30.0,0.0,2021-04-16,69.042,20.262,-1.57,1.55,-6.5,84.1,91.75,76.25,5.38,77.25,11.45,4.4,200.0,39.0,1.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-04-26,Veckovis,30,26.0,0.0,26.0,0.0,2021-04-26,69.042,20.262,-3.45,0.45,-7.85,85.95,97.0,73.5,4.07,69.25,14.1,0.0,200.0,104.0,24.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-04-30,Veckovis,30,32.0,0.0,20.0,0.0,2021-04-30,69.042,20.262,-4.55,-1.55,-8.2,88.6,95.75,83.0,5.22,90.0,10.35,0.3,300.0,104.0,24.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-05-07,Veckovis,31,26.0,0.0,20.0,0.0,2021-05-07,69.042,20.262,-4.05,0.3,-8.72,84.6,93.25,73.75,3.77,51.0,20.92,0.0,100.0,104.0,24.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-05-14,Veckovis,31,14.0,0.0,8.0,0.0,2021-05-14,69.042,20.262,1.08,5.48,-3.47,91.72,98.5,82.75,5.12,91.0,12.03,3.8,400.0,134.0,31.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-05-21,Veckovis,32,14.0,0.0,0.0,0.0,2021-05-21,69.042,20.262,4.53,8.78,0.73,87.4,98.0,78.25,3.57,82.5,15.45,3.6,300.0,225.0,63.0,22.0,4.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-05-28,Veckovis,37,16.0,0.0,2.0,0.0,2021-05-28,69.042,20.262,2.45,6.48,-1.4,85.28,95.75,70.5,6.75,75.25,19.15,0.0,100.0,280.0,77.0,24.0,4.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-06-04,Veckovis,41,24.0,0.0,20.0,0.0,2021-06-04,69.042,20.262,8.3,13.73,2.38,61.98,78.75,49.5,3.67,27.5,32.75,0.0,0.0,430.0,148.0,64.0,27.0,17.0,5.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-06-11,Veckovis,57,24.0,0.0,22.0,0.0,2021-06-11,69.042,20.262,9.98,16.15,5.55,72.53,89.25,57.0,4.15,87.25,17.35,5.1,0.0,674.0,305.0,166.0,87.0,59.0,23.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-06-18,Veckovis,61,28.0,0.0,26.0,0.0,2021-06-18,69.042,20.262,5.33,9.85,0.53,82.12,95.25,66.25,4.62,86.75,16.7,0.6,0.0,870.0,417.0,233.0,120.0,83.0,32.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-06-25,Veckovis,73,44.0,0.0,42.0,0.0,2021-06-25,69.042,20.262,8.2,12.48,3.05,77.55,93.25,62.75,4.32,82.0,19.15,0.3,100.0,1093.0,554.0,318.0,163.0,108.0,41.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-07-02,Veckovis,77,52.0,0.0,48.0,0.0,2021-07-02,69.042,20.262,9.3,13.65,4.08,74.62,94.25,60.5,5.28,59.25,25.63,0.1,100.0,1335.0,705.0,413.0,215.0,146.0,57.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Torp,,2021,2021-07-12,Veckovis,83,82.0,0.0,70.0,0.0,2021-07-12,69.042,20.262,13.25,18.28,8.35,83.0,96.0,68.0,4.32,63.75,22.68,3.4,200.0,1950.0,1189.0,813.0,532.0,424.0,261.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-04-19,Veckovis,23,32.0,0.0,32.0,,2022-04-19,69.042,20.262,2.8,5.95,-1.32,86.12,94.0,78.25,5.1,78.75,10.93,0.8,300.0,116.0,23.0,4.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-04-25,Veckovis,30,28.0,0.0,28.0,,2022-04-25,69.042,20.262,0.73,3.48,-2.97,87.98,93.5,81.75,5.95,76.75,11.6,0.0,300.0,172.0,40.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-04-29,Veckovis,31,18.0,0.0,18.0,,2022-04-29,69.042,20.262,-6.37,-4.0,-10.07,86.38,92.75,80.25,7.3,81.5,11.98,0.6,100.0,176.0,40.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-05-06,Veckovis,32,22.0,0.0,22.0,,2022-05-06,69.042,20.262,-1.7,2.5,-7.42,82.2,88.75,72.75,7.17,80.75,12.55,0.2,0.0,183.0,41.0,8.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-05-16,Veckovis,37,22.0,0.0,22.0,,2022-05-16,69.042,20.262,1.65,5.65,-1.82,89.5,95.0,82.75,5.57,84.5,15.95,2.3,300.0,259.0,57.0,11.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-05-20,Veckovis,39,0.0,0.0,0.0,0.0,2022-05-20,69.042,20.262,0.45,4.48,-4.2,83.1,92.25,74.0,4.37,59.25,21.52,1.0,100.0,279.0,61.0,12.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-05-27,Veckovis,45,0.0,0.0,0.0,0.0,2022-05-27,69.042,20.262,8.65,13.85,3.58,72.28,84.75,57.75,6.17,86.75,16.43,1.6,0.0,449.0,158.0,70.0,31.0,20.0,5.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-06-03,Veckovis,55,4.0,4.0,4.0,0.04,2022-06-03,69.042,20.262,8.65,13.55,4.43,81.7,92.25,67.75,4.9,74.75,20.5,3.5,100.0,664.0,290.0,153.0,76.0,50.0,18.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-06-10,Veckovis,59,2.0,4.0,2.0,0.0,2022-06-10,69.042,20.262,4.18,8.0,0.18,77.32,89.5,66.25,5.02,63.25,22.45,0.1,0.0,817.0,365.0,187.0,88.0,56.0,20.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-06-20,Veckovis,69,30.0,4.0,30.0,0.0,2022-06-20,69.042,20.262,8.25,12.42,3.65,81.5,96.25,65.0,4.0,83.25,18.98,0.3,200.0,1101.0,533.0,286.0,134.0,86.0,29.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-06-27,Veckovis,75,90.0,4.0,90.0,0.0,2022-06-27,69.042,20.262,14.0,20.18,6.68,69.05,89.75,52.5,3.65,65.5,23.48,2.1,0.0,1376.0,724.0,424.0,225.0,156.0,68.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-07-04,Veckovis,77,100.0,4.0,100.0,0.0,2022-07-04,69.042,20.262,16.4,22.83,9.75,80.53,95.25,61.5,3.87,76.75,20.28,4.7,200.0,1859.0,1124.0,768.0,513.0,415.0,275.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,Lättlera (15-25 % ler),2022,2022-07-08,Veckovis,83,100.0,4.0,100.0,0.0,2022-07-08,69.042,20.262,10.4,15.4,6.2,82.88,97.0,64.25,4.7,88.5,16.2,4.7,100.0,2061.0,1276.0,888.0,603.0,492.0,325.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-04-11,Veckovis,23,28.0,0.0,28.0,0.0,2023-04-11,69.042,20.262,-1.32,4.25,-7.92,83.22,95.75,70.25,4.27,42.5,14.4,0.0,100.0,67.0,8.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-04-14,Veckovis,23,28.0,0.0,28.0,0.0,2023-04-14,69.042,20.262,-1.6,2.53,-7.45,78.92,92.75,66.5,7.55,22.75,18.98,0.0,100.0,76.0,8.0,0.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-04-28,Veckovis,31,26.0,0.0,26.0,0.0,2023-04-28,69.042,20.262,-1.37,2.33,-6.25,85.52,93.0,72.75,7.07,79.25,13.9,3.4,300.0,155.0,28.0,4.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-05-05,Veckovis,31,28.0,0.0,24.0,0.0,2023-05-05,69.042,20.262,-3.22,0.98,-7.5,86.62,93.25,80.75,5.92,91.75,11.08,0.0,200.0,169.0,32.0,4.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-05-12,Veckovis,32,20.0,0.0,10.0,0.0,2023-05-12,69.042,20.262,5.08,8.75,1.85,82.93,91.25,73.25,4.42,92.25,12.33,2.9,100.0,243.0,57.0,13.0,0.0,0.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-05-19,Veckovis,37,2.0,0.0,2.0,0.0,2023-05-19,69.042,20.262,4.18,7.9,0.03,86.38,95.75,77.75,4.6,89.25,14.4,6.2,100.0,385.0,123.0,43.0,9.0,5.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-05-26,Veckovis,43,2.0,0.0,2.0,0.0,2023-05-26,69.042,20.262,3.53,7.48,0.08,82.22,95.5,68.75,7.25,86.0,15.25,2.4,100.0,539.0,202.0,87.0,28.0,16.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-06-02,Veckovis,49,2.0,0.0,2.0,0.0,2023-06-02,69.042,20.262,1.85,5.55,-2.45,90.5,97.5,82.25,6.9,88.75,16.0,3.2,400.0,611.0,219.0,88.0,28.0,16.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-06-09,Veckovis,61,2.0,0.0,2.0,0.3,2023-06-09,69.042,20.262,2.93,5.88,-0.7,89.43,99.0,76.5,4.3,82.0,19.1,1.5,300.0,697.0,240.0,93.0,28.0,16.0,0.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-06-16,Veckovis,65,2.0,0.0,2.0,2.6,2023-06-16,69.042,20.262,6.23,10.08,2.35,87.3,96.25,78.0,6.5,72.75,21.63,0.0,100.0,858.0,327.0,141.0,48.0,25.0,4.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-06-23,Veckovis,75,4.0,0.0,2.0,0.04,2023-06-23,69.042,20.262,11.5,17.12,8.38,89.6,98.25,78.5,3.75,91.0,16.3,4.7,300.0,1131.0,517.0,278.0,141.0,96.0,40.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-06-30,Veckovis,77,4.0,0.0,2.0,0.12,2023-06-30,69.042,20.262,12.45,18.73,6.55,78.7,99.0,58.25,3.52,40.25,30.43,0.0,0.0,1445.0,743.0,451.0,259.0,189.0,96.0
SV Skåne,Skåne län,6152000,380000,Höstvete,Kask,,2023,2023-07-07,Veckovis,83,24.0,0.0,22.0,0.0,2023-07-07,69.042,20.262,10.65,14.88,5.73,84.62,97.25,71.0,3.45,74.0,19.13,3.0,100.0,1718.0,937.0,593.0,354.0,266.0,140.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-04-18,Veckovis,22,20.0,0.0,20.0,,2016-04-18,69.042,20.262,-4.78,1.07,-10.4,79.28,94.0,62.5,4.42,62.75,13.0,1.7,100.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-04-18,Veckovis,24,30.0,0.0,30.0,,2016-04-18,69.042,20.262,-4.78,1.07,-10.4,79.28,94.0,62.5,4.42,62.75,13.0,1.7,100.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-04-25,Veckovis,22,8.0,0.0,8.0,0.0,2016-04-25,69.042,20.262,-3.85,1.95,-9.62,78.88,91.5,64.0,4.28,71.0,13.38,0.5,0.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-04-25,Veckovis,24,16.0,4.0,16.0,0.0,2016-04-25,69.042,20.262,-3.85,1.95,-9.62,78.88,91.5,64.0,4.28,71.0,13.38,0.5,0.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-05-02,Veckovis,30,2.0,0.0,2.0,,2016-05-02,69.042,20.262,3.77,10.12,-2.42,74.45,94.0,56.25,4.82,63.0,16.77,0.7,0.0,153.0,38.0,12.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-05-02,Veckovis,31,14.0,4.0,14.0,,2016-05-02,69.042,20.262,3.77,10.12,-2.42,74.45,94.0,56.25,4.82,63.0,16.77,0.7,0.0,153.0,38.0,12.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-05-09,Veckovis,31,6.0,0.0,6.0,0.0,2016-05-09,69.042,20.262,3.62,8.15,-0.57,74.58,89.75,62.0,4.77,85.25,12.72,3.2,0.0,265.0,83.0,27.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-05-09,Veckovis,31,0.0,4.0,0.0,0.0,2016-05-09,69.042,20.262,3.62,8.15,-0.57,74.58,89.75,62.0,4.77,85.25,12.72,3.2,0.0,265.0,83.0,27.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-05-16,Veckovis,32,2.0,0.0,2.0,,2016-05-16,69.042,20.262,1.27,6.5,-3.9,69.22,86.5,52.0,4.4,76.5,17.5,0.7,0.0,327.0,96.0,28.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-05-16,Veckovis,32,4.0,10.0,2.0,,2016-05-16,69.042,20.262,1.27,6.5,-3.9,69.22,86.5,52.0,4.4,76.5,17.5,0.7,0.0,327.0,96.0,28.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-05-23,Veckovis,37,0.0,4.0,0.0,,2016-05-23,69.042,20.262,5.62,11.1,1.02,68.03,88.75,48.5,4.68,77.0,19.18,5.8,0.0,411.0,129.0,42.0,9.0,2.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-05-23,Veckovis,37,0.01,28.0,0.0,,2016-05-23,69.042,20.262,5.62,11.1,1.02,68.03,88.75,48.5,4.68,77.0,19.18,5.8,0.0,411.0,129.0,42.0,9.0,2.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-05-30,Veckovis,39,0.0,0.01,0.0,0.12,2016-05-30,69.042,20.262,10.25,17.32,2.4,57.98,80.5,41.5,3.45,63.5,23.2,3.1,0.0,617.0,250.0,120.0,52.0,36.0,16.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-05-30,Veckovis,39,0.0,16.0,0.0,0.24,2016-05-30,69.042,20.262,10.25,17.32,2.4,57.98,80.5,41.5,3.45,63.5,23.2,3.1,0.0,617.0,250.0,120.0,52.0,36.0,16.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-06-06,Veckovis,47,0.0,0.01,0.0,0.24,2016-06-06,69.042,20.262,2.02,7.63,-1.6,79.47,95.5,63.0,7.02,91.75,15.08,0.7,0.0,812.0,374.0,205.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-06-06,Veckovis,51,0.0,40.0,0.0,2.68,2016-06-06,69.042,20.262,2.02,7.63,-1.6,79.47,95.5,63.0,7.02,91.75,15.08,0.7,0.0,812.0,374.0,205.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-06-13,Veckovis,59,2.0,0.01,2.0,1.72,2016-06-13,69.042,20.262,3.57,8.4,-1.0,76.92,92.5,61.5,1.97,78.25,20.42,4.1,100.0,899.0,396.0,211.0,108.0,80.0,40.0
